champion_id,champion_name,level,hp,mp,armor,spellblock,attackdamage,attackspeed,hpregen,mpregen
Heimerdinger,하이머딩거,4,861,445.0,31.6,33.9,64.1,0.6848464,8.65,10.4
Heimerdinger,하이머딩거,5,962,465.0,35.8,35.2,66.8,0.6937952000000001,9.2,11.2
Heimerdinger,하이머딩거,6,1063,485.0,40.0,36.5,69.5,0.702744,9.75,12.0
Heimerdinger,하이머딩거,7,1164,505.0,44.2,37.8,72.2,0.7116928,10.3,12.8
Heimerdinger,하이머딩거,8,1265,525.0,48.400000000000006,39.1,74.9,0.7206416,10.850000000000001,13.600000000000001
Heimerdinger,하이머딩거,9,1366,545.0,52.6,40.4,77.6,0.7295904000000001,11.4,14.4
Heimerdinger,하이머딩거,10,1467,565.0,56.800000000000004,41.7,80.3,0.7385392000000001,11.95,15.2
Heimerdinger,하이머딩거,11,1568,585.0,61.0,43.0,83.0,0.7474880000000002,12.5,16.0
Heimerdinger,하이머딩거,12,1669,605.0,65.2,44.3,85.7,0.7564368,13.05,16.8
Heimerdinger,하이머딩거,13,1770,625.0,69.4,45.6,88.4,0.7653856,13.600000000000001,17.6
Heimerdinger,하이머딩거,14,1871,645.0,73.6,46.900000000000006,91.1,0.7743344000000001,14.15,18.4
Heimerdinger,하이머딩거,15,1972,665.0,77.80000000000001,48.2,93.80000000000001,0.7832832,14.700000000000001,19.200000000000003
Heimerdinger,하이머딩거,16,2073,685.0,82.0,49.5,96.5,0.792232,15.25,20.0
Heimerdinger,하이머딩거,17,2174,705.0,86.2,50.8,99.2,0.8011808,15.8,20.8
Heimerdinger,하이머딩거,18,2275,725.0,90.4,52.1,101.9,0.8101296000000001,16.35,21.6
Hwei,흐웨이,1,580,480.0,21.0,30.0,54.0,0.69,5.5,7.5
Hwei,흐웨이,2,689,510.0,25.7,31.3,57.3,0.7072499999999999,6.05,8.25
Hwei,흐웨이,3,798,540.0,30.4,32.6,60.6,0.7244999999999999,6.6,9.0
Hwei,흐웨이,4,907,570.0,35.1,33.9,63.9,0.7417499999999999,7.15,9.75
Hwei,흐웨이,5,1016,600.0,39.8,35.2,67.2,0.759,7.7,10.5
Hwei,흐웨이,6,1125,630.0,44.5,36.5,70.5,0.7762499999999999,8.25,11.25
Hwei,흐웨이,7,1234,660.0,49.2,37.8,73.8,0.7934999999999999,8.8,12.0
Hwei,흐웨이,8,1343,690.0,53.9,39.1,77.1,0.81075,9.350000000000001,12.75
Hwei,흐웨이,9,1452,720.0,58.6,40.4,80.4,0.828,9.9,13.5
Hwei,흐웨이,10,1561,750.0,63.300000000000004,41.7,83.7,0.84525,10.45,14.25
Hwei,흐웨이,11,1670,780.0,68.0,43.0,87.0,0.8624999999999999,11.0,15.0
Hwei,흐웨이,12,1779,810.0,72.7,44.3,90.3,0.8797499999999999,11.55,15.75
Hwei,흐웨이,13,1888,840.0,77.4,45.6,93.6,0.8969999999999999,12.100000000000001,16.5
Hwei,흐웨이,14,1997,870.0,82.1,46.900000000000006,96.9,0.9142499999999999,12.65,17.25
Hwei,흐웨이,15,2106,900.0,86.8,48.2,100.19999999999999,0.9315,13.200000000000001,18.0
Hwei,흐웨이,16,2215,930.0,91.5,49.5,103.5,0.94875,13.75,18.75
Hwei,흐웨이,17,2324,960.0,96.2,50.8,106.8,0.9659999999999999,14.3,19.5
Hwei,흐웨이,18,2433,990.0,100.9,52.1,110.1,0.98325,14.850000000000001,20.25
Illaoi,일라오이,1,656,350.0,35.0,32.0,68.0,0.625,9.5,7.5
Illaoi,일라오이,2,771,410.0,40.0,34.05,73.0,0.640625,10.3,8.25
Illaoi,일라오이,3,886,470.0,45.0,36.1,78.0,0.65625,11.1,9.0
Illaoi,일라오이,4,1001,530.0,50.0,38.15,83.0,0.671875,11.9,9.75
Illaoi,일라오이,5,1116,590.0,55.0,40.2,88.0,0.6875,12.7,10.5
Illaoi,일라오이,6,1231,650.0,60.0,42.25,93.0,0.703125,13.5,11.25
Illaoi,일라오이,7,1346,710.0,65.0,44.3,98.0,0.71875,14.3,12.0
Illaoi,일라오이,8,1461,770.0,70.0,46.349999999999994,103.0,0.734375,15.100000000000001,12.75
Illaoi,일라오이,9,1576,830.0,75.0,48.4,108.0,0.75,15.9,13.5
Illaoi,일라오이,10,1691,890.0,80.0,50.45,113.0,0.765625,16.7,14.25
Illaoi,일라오이,11,1806,950.0,85.0,52.5,118.0,0.78125,17.5,15.0
Illaoi,일라오이,12,1921,1010.0,90.0,54.55,123.0,0.796875,18.3,15.75
Illaoi,일라오이,13,2036,1070.0,95.0,56.599999999999994,128.0,0.8125,19.1,16.5
Illaoi,일라오이,14,2151,1130.0,100.0,58.65,133.0,0.828125,19.9,17.25
Illaoi,일라오이,15,2266,1190.0,105.0,60.699999999999996,138.0,0.84375,20.700000000000003,18.0
Illaoi,일라오이,16,2381,1250.0,110.0,62.75,143.0,0.859375,21.5,18.75
Illaoi,일라오이,17,2496,1310.0,115.0,64.8,148.0,0.875,22.3,19.5
Illaoi,일라오이,18,2611,1370.0,120.0,66.85,153.0,0.890625,23.1,20.25
Irelia,이렐리아,1,590,350.0,36.0,30.0,65.0,0.656,8.5,8.0
Irelia,이렐리아,2,714,400.0,40.7,32.05,69.0,0.6724,9.35,8.8
Irelia,이렐리아,3,838,450.0,45.4,34.1,73.0,0.6888000000000001,10.2,9.6
Irelia,이렐리아,4,962,500.0,50.1,36.15,77.0,0.7052,11.05,10.4
Irelia,이렐리아,5,1086,550.0,54.8,38.2,81.0,0.7216000000000001,11.9,11.2
Irelia,이렐리아,6,1210,600.0,59.5,40.25,85.0,0.738,12.75,12.0
Irelia,이렐리아,7,1334,650.0,64.2,42.3,89.0,0.7544,13.6,12.8
Irelia,이렐리아,8,1458,700.0,68.9,44.349999999999994,93.0,0.7708,14.45,13.600000000000001
Irelia,이렐리아,9,1582,750.0,73.6,46.4,97.0,0.7872,15.3,14.4
Irelia,이렐리아,10,1706,800.0,78.30000000000001,48.45,101.0,0.8036000000000001,16.15,15.2
Irelia,이렐리아,11,1830,850.0,83.0,50.5,105.0,0.8200000000000001,17.0,16.0
Irelia,이렐리아,12,1954,900.0,87.7,52.55,109.0,0.8364,17.85,16.8
Irelia,이렐리아,13,2078,950.0,92.4,54.599999999999994,113.0,0.8528000000000001,18.7,17.6
Irelia,이렐리아,14,2202,1000.0,97.1,56.65,117.0,0.8692,19.549999999999997,18.4
Irelia,이렐리아,15,2326,1050.0,101.8,58.699999999999996,121.0,0.8856,20.4,19.200000000000003
Irelia,이렐리아,16,2450,1100.0,106.5,60.75,125.0,0.902,21.25,20.0
Irelia,이렐리아,17,2574,1150.0,111.2,62.8,129.0,0.9184,22.1,20.8
Irelia,이렐리아,18,2698,1200.0,115.9,64.85,133.0,0.9348000000000001,22.95,21.6
Ivern,아이번,1,630,450.0,27.0,30.0,50.0,0.644,7.0,6.0
Ivern,아이번,2,729,510.0,31.7,31.3,53.0,0.665896,7.85,6.75
Ivern,아이번,3,828,570.0,36.4,32.6,56.0,0.6877920000000001,8.7,7.5
Ivern,아이번,4,927,630.0,41.1,33.9,59.0,0.7096880000000001,9.55,8.25
Ivern,아이번,5,1026,690.0,45.8,35.2,62.0,0.7315840000000001,10.4,9.0
Ivern,아이번,6,1125,750.0,50.5,36.5,65.0,0.7534799999999999,11.25,9.75
Ivern,아이번,7,1224,810.0,55.2,37.8,68.0,0.775376,12.1,10.5
Ivern,아이번,8,1323,870.0,59.9,39.1,71.0,0.797272,12.95,11.25
Ivern,아이번,9,1422,930.0,64.6,40.4,74.0,0.819168,13.8,12.0
Ivern,아이번,10,1521,990.0,69.30000000000001,41.7,77.0,0.841064,14.649999999999999,12.75
Ivern,아이번,11,1620,1050.0,74.0,43.0,80.0,0.8629600000000001,15.5,13.5
Ivern,아이번,12,1719,1110.0,78.7,44.3,83.0,0.8848560000000001,16.35,14.25
Ivern,아이번,13,1818,1170.0,83.4,45.6,86.0,0.906752,17.2,15.0
Ivern,아이번,14,1917,1230.0,88.1,46.900000000000006,89.0,0.9286480000000001,18.049999999999997,15.75
Ivern,아이번,15,2016,1290.0,92.8,48.2,92.0,0.9505440000000001,18.9,16.5
Ivern,아이번,16,2115,1350.0,97.5,49.5,95.0,0.9724400000000001,19.75,17.25
Ivern,아이번,17,2214,1410.0,102.2,50.8,98.0,0.994336,20.6,18.0
Ivern,아이번,18,2313,1470.0,106.9,52.1,101.0,1.016232,21.45,18.75
Janna,잔나,1,570,360.0,28.0,30.0,47.0,0.625,5.5,11.5
Janna,잔나,2,660,410.0,32.5,31.3,49.5,0.64375,6.05,11.9
Janna,잔나,3,750,460.0,37.0,32.6,52.0,0.6625000000000001,6.6,12.3
Janna,잔나,4,840,510.0,41.5,33.9,54.5,0.68125,7.15,12.7
Janna,잔나,5,930,560.0,46.0,35.2,57.0,0.7000000000000001,7.7,13.1
Janna,잔나,6,1020,610.0,50.5,36.5,59.5,0.71875,8.25,13.5
Janna,잔나,7,1110,660.0,55.0,37.8,62.0,0.7374999999999999,8.8,13.9
Janna,잔나,8,1200,710.0,59.5,39.1,64.5,0.75625,9.350000000000001,14.3
Janna,잔나,9,1290,760.0,64.0,40.4,67.0,0.775,9.9,14.7
Janna,잔나,10,1380,810.0,68.5,41.7,69.5,0.79375,10.45,15.1
Janna,잔나,11,1470,860.0,73.0,43.0,72.0,0.8125,11.0,15.5
Janna,잔나,12,1560,910.0,77.5,44.3,74.5,0.83125,11.55,15.9
Janna,잔나,13,1650,960.0,82.0,45.6,77.0,0.8499999999999999,12.100000000000001,16.3
Janna,잔나,14,1740,1010.0,86.5,46.900000000000006,79.5,0.8687500000000001,12.65,16.7
Janna,잔나,15,1830,1060.0,91.0,48.2,82.0,0.8875,13.200000000000001,17.1
Janna,잔나,16,1920,1110.0,95.5,49.5,84.5,0.90625,13.75,17.5
Janna,잔나,17,2010,1160.0,100.0,50.8,87.0,0.925,14.3,17.9
Janna,잔나,18,2100,1210.0,104.5,52.1,89.5,0.94375,14.850000000000001,18.3
JarvanIV,자르반 4세,1,640,300.0,36.0,32.0,64.0,0.658,8.0,6.5
JarvanIV,자르반 4세,2,744,355.0,41.2,34.05,67.0,0.67445,8.7,6.95
JarvanIV,자르반 4세,3,848,410.0,46.4,36.1,70.0,0.6909000000000001,9.4,7.4
JarvanIV,자르반 4세,4,952,465.0,51.6,38.15,73.0,0.70735,10.1,7.85
JarvanIV,자르반 4세,5,1056,520.0,56.8,40.2,76.0,0.7238000000000001,10.8,8.3
JarvanIV,자르반 4세,6,1160,575.0,62.0,42.25,79.0,0.7402500000000001,11.5,8.75
JarvanIV,자르반 4세,7,1264,630.0,67.2,44.3,82.0,0.7566999999999999,12.2,9.2
JarvanIV,자르반 4세,8,1368,685.0,72.4,46.349999999999994,85.0,0.7731500000000001,12.899999999999999,9.65
JarvanIV,자르반 4세,9,1472,740.0,77.6,48.4,88.0,0.7896,13.6,10.1
JarvanIV,자르반 4세,10,1576,795.0,82.80000000000001,50.45,91.0,0.80605,14.3,10.55
JarvanIV,자르반 4세,11,1680,850.0,88.0,52.5,94.0,0.8225,15.0,11.0
JarvanIV,자르반 4세,12,1784,905.0,93.2,54.55,97.0,0.83895,15.7,11.45
JarvanIV,자르반 4세,13,1888,960.0,98.4,56.599999999999994,100.0,0.8554,16.4,11.9
JarvanIV,자르반 4세,14,1992,1015.0,103.60000000000001,58.65,103.0,0.87185,17.1,12.350000000000001
JarvanIV,자르반 4세,15,2096,1070.0,108.8,60.699999999999996,106.0,0.8883000000000001,17.799999999999997,12.8
JarvanIV,자르반 4세,16,2200,1125.0,114.0,62.75,109.0,0.90475,18.5,13.25
JarvanIV,자르반 4세,17,2304,1180.0,119.2,64.8,112.0,0.9212,19.2,13.7
JarvanIV,자르반 4세,18,2408,1235.0,124.4,66.85,115.0,0.9376500000000001,19.9,14.15
Jax,잭스,1,665,339.0,36.0,32.0,68.0,0.638,8.5,7.6
Jax,잭스,2,765,391.0,40.2,34.05,72.25,0.6596920000000001,9.05,8.299999999999999
Jax,잭스,3,865,443.0,44.4,36.1,76.5,0.6813840000000001,9.6,9.0
Jax,잭스,4,965,495.0,48.6,38.15,80.75,0.703076,10.15,9.7
Jax,잭스,5,1065,547.0,52.8,40.2,85.0,0.7247680000000001,10.7,10.399999999999999
Jax,잭스,6,1165,599.0,57.0,42.25,89.25,0.74646,11.25,11.1
Jax,잭스,7,1265,651.0,61.2,44.3,93.5,0.768152,11.8,11.799999999999999
Jax,잭스,8,1365,703.0,65.4,46.349999999999994,97.75,0.789844,12.350000000000001,12.5
Jax,잭스,9,1465,755.0,69.6,48.4,102.0,0.811536,12.9,13.2
Jax,잭스,10,1565,807.0,73.80000000000001,50.45,106.25,0.8332280000000001,13.45,13.899999999999999
Jax,잭스,11,1665,859.0,78.0,52.5,110.5,0.85492,14.0,14.6
Jax,잭스,12,1765,911.0,82.2,54.55,114.75,0.8766120000000001,14.55,15.299999999999999
Jax,잭스,13,1865,963.0,86.4,56.599999999999994,119.0,0.898304,15.100000000000001,15.999999999999998
Jax,잭스,14,1965,1015.0,90.6,58.65,123.25,0.9199960000000001,15.65,16.7
Jax,잭스,15,2065,1067.0,94.80000000000001,60.699999999999996,127.5,0.941688,16.200000000000003,17.4
Jax,잭스,16,2165,1119.0,99.0,62.75,131.75,0.96338,16.75,18.1
Jax,잭스,17,2265,1171.0,103.2,64.8,136.0,0.9850720000000001,17.3,18.799999999999997
Jax,잭스,18,2365,1223.0,107.4,66.85,140.25,1.006764,17.85,19.5
Jayce,제이스,1,590,375.0,22.0,30.0,59.0,0.658,6.0,6.0
Jayce,제이스,2,699,420.0,27.0,31.3,63.25,0.67774,6.6,6.8
Jayce,제이스,3,808,465.0,32.0,32.6,67.5,0.6974800000000001,7.2,7.6
Jayce,제이스,4,917,510.0,37.0,33.9,71.75,0.7172200000000001,7.8,8.4
Jayce,제이스,5,1026,555.0,42.0,35.2,76.0,0.7369600000000001,8.4,9.2
Jayce,제이스,6,1135,600.0,47.0,36.5,80.25,0.7566999999999999,9.0,10.0
Jayce,제이스,7,1244,645.0,52.0,37.8,84.5,0.77644,9.6,10.8
Jayce,제이스,8,1353,690.0,57.0,39.1,88.75,0.79618,10.2,11.600000000000001
Jayce,제이스,9,1462,735.0,62.0,40.4,93.0,0.81592,10.8,12.4
Jayce,제이스,10,1571,780.0,67.0,41.7,97.25,0.8356600000000001,11.399999999999999,13.2
Jayce,제이스,11,1680,825.0,72.0,43.0,101.5,0.8554,12.0,14.0
Jayce,제이스,12,1789,870.0,77.0,44.3,105.75,0.8751400000000001,12.6,14.8
Jayce,제이스,13,1898,915.0,82.0,45.6,110.0,0.89488,13.2,15.600000000000001
Jayce,제이스,14,2007,960.0,87.0,46.900000000000006,114.25,0.9146200000000001,13.8,16.4
Jayce,제이스,15,2116,1005.0,92.0,48.2,118.5,0.93436,14.4,17.200000000000003
Jayce,제이스,16,2225,1050.0,97.0,49.5,122.75,0.9541000000000001,15.0,18.0
Jayce,제이스,17,2334,1095.0,102.0,50.8,127.0,0.97384,15.6,18.8
Jayce,제이스,18,2443,1140.0,107.0,52.1,131.25,0.99358,16.2,19.6
Jhin,진,1,655,300.0,24.0,30.0,59.0,0.625,3.75,6.0
Jhin,진,2,762,350.0,28.7,31.3,63.7,0.625,4.3,6.8
Jhin,진,3,869,400.0,33.4,32.6,68.4,0.625,4.85,7.6
Jhin,진,4,976,450.0,38.1,33.9,73.1,0.625,5.4,8.4
Jhin,진,5,1083,500.0,42.8,35.2,77.8,0.625,5.95,9.2
Jhin,진,6,1190,550.0,47.5,36.5,82.5,0.625,6.5,10.0
Jhin,진,7,1297,600.0,52.2,37.8,87.2,0.625,7.050000000000001,10.8
Jhin,진,8,1404,650.0,56.9,39.1,91.9,0.625,7.6000000000000005,11.600000000000001
Jhin,진,9,1511,700.0,61.6,40.4,96.6,0.625,8.15,12.4
Jhin,진,10,1618,750.0,66.30000000000001,41.7,101.30000000000001,0.625,8.7,13.2
Jhin,진,11,1725,800.0,71.0,43.0,106.0,0.625,9.25,14.0
Jhin,진,12,1832,850.0,75.7,44.3,110.7,0.625,9.8,14.8
Jhin,진,13,1939,900.0,80.4,45.6,115.4,0.625,10.350000000000001,15.600000000000001
Jhin,진,14,2046,950.0,85.1,46.900000000000006,120.1,0.625,10.9,16.4
Jhin,진,15,2153,1000.0,89.8,48.2,124.8,0.625,11.450000000000001,17.200000000000003
Jhin,진,16,2260,1050.0,94.5,49.5,129.5,0.625,12.0,18.0
Jhin,진,17,2367,1100.0,99.2,50.8,134.2,0.625,12.55,18.8
Jhin,진,18,2474,1150.0,103.9,52.1,138.9,0.625,13.100000000000001,19.6
Jinx,징크스,1,630,260.0,26.0,30.0,59.0,0.625,3.75,6.7
Jinx,징크스,2,735,310.0,30.7,31.3,62.15,0.63125,4.25,7.7
Jinx,징크스,3,840,360.0,35.4,32.6,65.3,0.6375,4.75,8.7
Jinx,징크스,4,945,410.0,40.1,33.9,68.45,0.64375,5.25,9.7
Jinx,징크스,5,1050,460.0,44.8,35.2,71.6,0.65,5.75,10.7
Jinx,징크스,6,1155,510.0,49.5,36.5,74.75,0.65625,6.25,11.7
Jinx,징크스,7,1260,560.0,54.2,37.8,77.9,0.6625000000000001,6.75,12.7
Jinx,징크스,8,1365,610.0,58.9,39.1,81.05,0.6687500000000001,7.25,13.7
Jinx,징크스,9,1470,660.0,63.6,40.4,84.2,0.675,7.75,14.7
Jinx,징크스,10,1575,710.0,68.30000000000001,41.7,87.35,0.68125,8.25,15.7
Jinx,징크스,11,1680,760.0,73.0,43.0,90.5,0.6875,8.75,16.7
Jinx,징크스,12,1785,810.0,77.7,44.3,93.65,0.6937500000000001,9.25,17.7
Jinx,징크스,13,1890,860.0,82.4,45.6,96.8,0.7000000000000001,9.75,18.7
Jinx,징크스,14,1995,910.0,87.1,46.900000000000006,99.94999999999999,0.7062499999999999,10.25,19.7
Jinx,징크스,15,2100,960.0,91.8,48.2,103.1,0.7125000000000001,10.75,20.7
Jinx,징크스,16,2205,1010.0,96.5,49.5,106.25,0.71875,11.25,21.7
Jinx,징크스,17,2310,1060.0,101.2,50.8,109.4,0.725,11.75,22.7
Jinx,징크스,18,2415,1110.0,105.9,52.1,112.55,0.73125,12.25,23.7
Kaisa,카이사,1,640,345.0,25.0,30.0,59.0,0.644,3.5,8.2
Kaisa,카이사,2,742,385.0,29.2,31.3,61.6,0.6555920000000001,4.05,8.899999999999999
Kaisa,카이사,3,844,425.0,33.4,32.6,64.2,0.667184,4.6,9.6
Kaisa,카이사,4,946,465.0,37.6,33.9,66.8,0.678776,5.15,10.299999999999999
Kaisa,카이사,5,1048,505.0,41.8,35.2,69.4,0.6903680000000001,5.7,11.0
Kaisa,카이사,6,1150,545.0,46.0,36.5,72.0,0.70196,6.25,11.7
Kaisa,카이사,7,1252,585.0,50.2,37.8,74.6,0.7135520000000001,6.800000000000001,12.399999999999999
Kaisa,카이사,8,1354,625.0,54.400000000000006,39.1,77.2,0.7251439999999999,7.3500000000000005,13.099999999999998
Kaisa,카이사,9,1456,665.0,58.6,40.4,79.8,0.7367360000000001,7.9,13.799999999999999
Kaisa,카이사,10,1558,705.0,62.800000000000004,41.7,82.4,0.748328,8.45,14.5
Kaisa,카이사,11,1660,745.0,67.0,43.0,85.0,0.7599199999999999,9.0,15.2
Kaisa,카이사,12,1762,785.0,71.2,44.3,87.6,0.771512,9.55,15.899999999999999
Kaisa,카이사,13,1864,825.0,75.4,45.6,90.2,0.783104,10.100000000000001,16.599999999999998
Kaisa,카이사,14,1966,865.0,79.6,46.900000000000006,92.80000000000001,0.794696,10.65,17.299999999999997
Kaisa,카이사,15,2068,905.0,83.80000000000001,48.2,95.4,0.806288,11.200000000000001,18.0
Kaisa,카이사,16,2170,945.0,88.0,49.5,98.0,0.81788,11.75,18.7
Kaisa,카이사,17,2272,985.0,92.2,50.8,100.6,0.8294720000000001,12.3,19.4
Kaisa,카이사,18,2374,1025.0,96.4,52.1,103.2,0.841064,12.850000000000001,20.099999999999998
Kalista,칼리스타,1,600,300.0,24.0,30.0,61.0,0.694,4.0,6.3
Kalista,칼리스타,2,714,345.0,29.2,31.3,64.25,0.7252299999999999,4.75,6.7
Kalista,칼리스타,3,828,390.0,34.4,32.6,67.5,0.75646,5.5,7.1
Kalista,칼리스타,4,942,435.0,39.6,33.9,70.75,0.78769,6.25,7.5
Kalista,칼리스타,5,1056,480.0,44.8,35.2,74.0,0.8189199999999999,7.0,7.9
Kalista,칼리스타,6,1170,525.0,50.0,36.5,77.25,0.85015,7.75,8.3
Kalista,칼리스타,7,1284,570.0,55.2,37.8,80.5,0.8813799999999999,8.5,8.7
Kalista,칼리스타,8,1398,615.0,60.4,39.1,83.75,0.9126099999999999,9.25,9.1
Kalista,칼리스타,9,1512,660.0,65.6,40.4,87.0,0.9438399999999999,10.0,9.5
Kalista,칼리스타,10,1626,705.0,70.80000000000001,41.7,90.25,0.97507,10.75,9.9
Kalista,칼리스타,11,1740,750.0,76.0,43.0,93.5,1.0063,11.5,10.3
Kalista,칼리스타,12,1854,795.0,81.2,44.3,96.75,1.03753,12.25,10.7
Kalista,칼리스타,13,1968,840.0,86.4,45.6,100.0,1.06876,13.0,11.100000000000001
Kalista,칼리스타,14,2082,885.0,91.60000000000001,46.900000000000006,103.25,1.0999899999999998,13.75,11.5
Kalista,칼리스타,15,2196,930.0,96.8,48.2,106.5,1.13122,14.5,11.9
Kalista,칼리스타,16,2310,975.0,102.0,49.5,109.75,1.1624499999999998,15.25,12.3
Kalista,칼리스타,17,2424,1020.0,107.2,50.8,113.0,1.1936799999999999,16.0,12.7
Kalista,칼리스타,18,2538,1065.0,112.4,52.1,116.25,1.22491,16.75,13.100000000000001
Karma,카르마,1,630,374.0,28.0,30.0,51.0,0.625,5.5,13.0
Karma,카르마,2,739,414.0,33.0,31.3,54.3,0.6393749999999999,6.05,13.8
Karma,카르마,3,848,454.0,38.0,32.6,57.6,0.65375,6.6,14.6
Karma,카르마,4,957,494.0,43.0,33.9,60.9,0.668125,7.15,15.4
Karma,카르마,5,1066,534.0,48.0,35.2,64.2,0.6825000000000001,7.7,16.2
Karma,카르마,6,1175,574.0,53.0,36.5,67.5,0.696875,8.25,17.0
Karma,카르마,7,1284,614.0,58.0,37.8,70.8,0.7112499999999999,8.8,17.8
Karma,카르마,8,1393,654.0,63.0,39.1,74.1,0.725625,9.350000000000001,18.6
Karma,카르마,9,1502,694.0,68.0,40.4,77.4,0.74,9.9,19.4
Karma,카르마,10,1611,734.0,73.0,41.7,80.7,0.754375,10.45,20.2
Karma,카르마,11,1720,774.0,78.0,43.0,84.0,0.76875,11.0,21.0
Karma,카르마,12,1829,814.0,83.0,44.3,87.3,0.7831250000000001,11.55,21.8
Karma,카르마,13,1938,854.0,88.0,45.6,90.6,0.7975,12.100000000000001,22.6
Karma,카르마,14,2047,894.0,93.0,46.900000000000006,93.9,0.8118749999999999,12.65,23.4
Karma,카르마,15,2156,934.0,98.0,48.2,97.19999999999999,0.82625,13.200000000000001,24.200000000000003
Karma,카르마,16,2265,974.0,103.0,49.5,100.5,0.840625,13.75,25.0
Karma,카르마,17,2374,1014.0,108.0,50.8,103.8,0.855,14.3,25.8
Karma,카르마,18,2483,1054.0,113.0,52.1,107.1,0.869375,14.850000000000001,26.6
Karthus,카서스,1,620,467.0,21.0,30.0,46.0,0.625,6.5,8.0
Karthus,카서스,2,730,498.0,25.7,31.3,49.25,0.6381874999999999,7.05,8.8
Karthus,카서스,3,840,529.0,30.4,32.6,52.5,0.651375,7.6,9.6
Karthus,카서스,4,950,560.0,35.1,33.9,55.75,0.6645625,8.15,10.4
Karthus,카서스,5,1060,591.0,39.8,35.2,59.0,0.6777500000000001,8.7,11.2
Karthus,카서스,6,1170,622.0,44.5,36.5,62.25,0.6909375,9.25,12.0
Karthus,카서스,7,1280,653.0,49.2,37.8,65.5,0.704125,9.8,12.8
Karthus,카서스,8,1390,684.0,53.9,39.1,68.75,0.7173125,10.350000000000001,13.600000000000001
Karthus,카서스,9,1500,715.0,58.6,40.4,72.0,0.7305,10.9,14.4
Karthus,카서스,10,1610,746.0,63.300000000000004,41.7,75.25,0.7436875,11.45,15.2
Karthus,카서스,11,1720,777.0,68.0,43.0,78.5,0.7568750000000001,12.0,16.0
Karthus,카서스,12,1830,808.0,72.7,44.3,81.75,0.7700625,12.55,16.8
Karthus,카서스,13,1940,839.0,77.4,45.6,85.0,0.78325,13.100000000000001,17.6
Karthus,카서스,14,2050,870.0,82.1,46.900000000000006,88.25,0.7964375,13.65,18.4
Karthus,카서스,15,2160,901.0,86.8,48.2,91.5,0.8096249999999999,14.200000000000001,19.200000000000003
Karthus,카서스,16,2270,932.0,91.5,49.5,94.75,0.8228125,14.75,20.0
Karthus,카서스,17,2380,963.0,96.2,50.8,98.0,0.8360000000000001,15.3,20.8
Karthus,카서스,18,2490,994.0,100.9,52.1,101.25,0.8491875,15.850000000000001,21.6
Kassadin,카사딘,1,646,400.0,19.0,30.0,59.0,0.64,6.0,6.0
Kassadin,카사딘,2,765,487.0,23.0,31.3,62.9,0.6636799999999999,6.5,6.8
Kassadin,카사딘,3,884,574.0,27.0,32.6,66.8,0.6873600000000001,7.0,7.6
Kassadin,카사딘,4,1003,661.0,31.0,33.9,70.7,0.71104,7.5,8.4
Kassadin,카사딘,5,1122,748.0,35.0,35.2,74.6,0.7347200000000002,8.0,9.2
Kassadin,카사딘,6,1241,835.0,39.0,36.5,78.5,0.7584000000000001,8.5,10.0
Kassadin,카사딘,7,1360,922.0,43.0,37.8,82.4,0.78208,9.0,10.8
Kassadin,카사딘,8,1479,1009.0,47.0,39.1,86.3,0.8057599999999999,9.5,11.600000000000001
Kassadin,카사딘,9,1598,1096.0,51.0,40.4,90.2,0.8294400000000001,10.0,12.4
Kassadin,카사딘,10,1717,1183.0,55.0,41.7,94.1,0.8531200000000001,10.5,13.2
Kassadin,카사딘,11,1836,1270.0,59.0,43.0,98.0,0.8768000000000001,11.0,14.0
Kassadin,카사딘,12,1955,1357.0,63.0,44.3,101.9,0.9004800000000001,11.5,14.8
Kassadin,카사딘,13,2074,1444.0,67.0,45.6,105.8,0.92416,12.0,15.600000000000001
Kassadin,카사딘,14,2193,1531.0,71.0,46.900000000000006,109.69999999999999,0.9478400000000001,12.5,16.4
Kassadin,카사딘,15,2312,1618.0,75.0,48.2,113.6,0.97152,13.0,17.200000000000003
Kassadin,카사딘,16,2431,1705.0,79.0,49.5,117.5,0.9952000000000001,13.5,18.0
Kassadin,카사딘,17,2550,1792.0,83.0,50.8,121.4,1.01888,14.0,18.8
Kassadin,카사딘,18,2669,1879.0,87.0,52.1,125.3,1.04256,14.5,19.6
Katarina,카타리나,1,672,0.0,28.0,32.0,58.0,0.658,7.5,0.0
Katarina,카타리나,2,780,0.0,32.7,34.05,61.2,0.6760292000000001,8.2,0.0
Katarina,카타리나,3,888,0.0,37.4,36.1,64.4,0.6940584,8.9,0.0
Katarina,카타리나,4,996,0.0,42.1,38.15,67.6,0.7120876,9.6,0.0
Katarina,카타리나,5,1104,0.0,46.8,40.2,70.8,0.7301168,10.3,0.0
Katarina,카타리나,6,1212,0.0,51.5,42.25,74.0,0.7481460000000001,11.0,0.0
Katarina,카타리나,7,1320,0.0,56.2,44.3,77.2,0.7661752000000001,11.7,0.0
Katarina,카타리나,8,1428,0.0,60.9,46.349999999999994,80.4,0.7842044,12.399999999999999,0.0
Katarina,카타리나,9,1536,0.0,65.6,48.4,83.6,0.8022336000000001,13.1,0.0
Katarina,카타리나,10,1644,0.0,70.30000000000001,50.45,86.8,0.8202628,13.8,0.0
Katarina,카타리나,11,1752,0.0,75.0,52.5,90.0,0.838292,14.5,0.0
